2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
7871932;8244633.1;8541711.6;8770780.2;9171419.9;9564449.5;10116422.9;10743150.9;11089886;10592066.5;10982742.6;11328511;11396147.9;11516140.8;11782563.7;12215764.9;12548314.2;13075679.2;13534335.2;14019662.3;13471035.6;14640035.7;15906446.8
