"Date";"D0";"D1";"Value"
"2013";"SD";"AA";"210275.85124014"
"2013";"SD";"AE";"213107.48155821"
"2013";"SD";"AB";"211769.17861919"
"2013";"SD";"AC";"1338.30293902"
"2013";"SD";"AD";"-2831.63031807"
"2013";"SD";"BCA";"172295.04226326"
"2013";"SD";"B";"190766.66671643"
"2013";"SD";"BP";"29.14195939"
"2013";"SD";"BBB";"274793.40880824"
"2013";"SD";"BB";"41.9780798"
"2014";"B";"AA";"68607.10821883"
"2014";"B";"AE";"68626.72073337"
"2014";"B";"AB";"67677.38417864"
"2014";"B";"AC";"949.33655473"
"2014";"B";"AD";"-19.61251454"
"2014";"B";"BCA";"60546.22227391"
"2014";"B";"B";"102531.89637348"
"2014";"B";"BP";"15.40400631"
"2014";"B";"BBB";"136856.15319745"
"2014";"B";"BB";"20.5607535"
"2014";"K";"AA";"85649.38605484"
"2014";"K";"AE";"87713.31989413"
"2014";"K";"AB";"88125.57805799"
"2014";"K";"AC";"-412.25816386"
"2014";"K";"AD";"-2063.93383929"
"2014";"K";"BCA";"43811.01086426"
"2014";"K";"B";"50886.41710117"
"2014";"K";"BP";"7.64498383"
"2014";"K";"BBB";"79018.43227304"
"2014";"K";"BB";"11.87143194"
"2014";"G";"AA";"45001.83915895"
"2014";"G";"AE";"46739.39790022"
"2014";"G";"AB";"45873.23564052"
"2014";"G";"AC";"866.1622597"
"2014";"G";"AD";"-1737.55874127"
"2014";"G";"BCA";"26927.20720019"
"2014";"G";"B";"42708.3324443"
"2014";"G";"BP";"6.41633916"
"2014";"G";"BBB";"64615.72693449"
"2014";"G";"BB";"9.70762368"
"2014";"S";"AA";"61818.32009472"
"2014";"S";"AE";"59642.01708844"
"2014";"S";"AB";"59644.3371699"
"2014";"S";"AC";"-2.32008146"
"2014";"S";"AD";"2176.30300628"
"2014";"S";"BCA";"43387.99802192"
"2014";"S";"B";"3712.50841891"
"2014";"S";"BP";"0.5577533"
"2014";"S";"BBB";"4285.28619261"
"2014";"S";"BB";"0.64380527"
"2014";"SD";"AA";"212553.67274602"
"2014";"SD";"AE";"214198.47483484"
"2014";"SD";"AB";"212797.55426573"
"2014";"SD";"AC";"1400.92056911"
"2014";"SD";"AD";"-1644.80208882"
"2014";"SD";"BCA";"174672.43836028"
"2014";"SD";"B";"195128.59911519"
"2014";"SD";"BP";"29.3153865"
"2014";"SD";"BBB";"280065.04337492"
"2014";"SD";"BB";"42.07591829"
"2015";"B";"AA";"72851.16740235"
"2015";"B";"AE";"70684.64213546"
"2015";"B";"AB";"69609.16051247"
"2015";"B";"AC";"1075.48162299"
"2015";"B";"AD";"2166.52526689"
"2015";"B";"BCA";"63895.73952715"
"2015";"B";"B";"98206.95149701"
"2015";"B";"BP";"14.701499"
"2015";"B";"BBB";"136536.48440019"
"2015";"B";"BB";"20.43939821"
"2015";"K";"AA";"89106.62147854"
"2015";"K";"AE";"88642.70184395"
"2015";"K";"AB";"89060.85618352"
"2015";"K";"AC";"-418.15433957"
"2015";"K";"AD";"463.91963459"
"2015";"K";"BCA";"44709.70191293"
"2015";"K";"B";"51599.83086313"
"2015";"K";"BP";"7.72445178"
"2015";"K";"BBB";"80115.40903973"
"2015";"K";"BB";"11.99321013"
"2015";"G";"AA";"46068.41359951"
"2015";"G";"AE";"46697.26848171"
"2015";"G";"AB";"45600.58389137"
"2015";"G";"AC";"1096.68459034"
"2015";"G";"AD";"-628.8548822"
"2015";"G";"BCA";"27672.29461882"
"2015";"G";"B";"43889.56326264"
"2015";"G";"BP";"6.57023113"
"2015";"G";"BBB";"65618.53861326"
"2015";"G";"BB";"9.82304068"
"2015";"S";"AA";"62167.31582918"
"2015";"S";"AE";"60524.82525413"
"2015";"S";"AB";"60527.94807818"
"2015";"S";"AC";"-3.12282405"
"2015";"S";"AD";"1642.49057505"
"2015";"S";"BCA";"44129.47899225"
"2015";"S";"B";"2639.82845878"
"2015";"S";"BP";"0.39518013"
"2015";"S";"BBB";"3124.03510598"
"2015";"S";"BB";"0.46766546"
"2015";"SD";"AA";"220501.70529712"
"2015";"SD";"AE";"216857.62470279"
"2015";"SD";"AB";"215106.73565308"
"2015";"SD";"AC";"1750.88904971"
"2015";"SD";"AD";"3644.08059433"
"2015";"SD";"BCA";"180407.21505115"
"2015";"SD";"B";"192447.96528793"
"2015";"SD";"BP";"28.80930041"
"2015";"SD";"BBB";"281506.25836553"
"2015";"SD";"BB";"42.14125285"
"2016";"B";"AA";"72537.97663737"
"2016";"B";"AE";"72165.78487215"
"2016";"B";"AB";"71009.67970885"
"2016";"B";"AC";"1156.1051633"
"2016";"B";"AD";"372.19176522"
"2016";"B";"BCA";"63805.8714989"
"2016";"B";"B";"92889.88985811"
"2016";"B";"BP";"13.70363925"
"2016";"B";"BBB";"131552.3016959"
"2016";"B";"BB";"19.4073358"
"2016";"K";"AA";"90197.64327028"
"2016";"K";"AE";"89361.84973324"
"2016";"K";"AB";"89780.12218066"
"2016";"K";"AC";"-418.27244742"
"2016";"K";"AD";"835.79353704"
"2016";"K";"BCA";"45937.24474424"
"2016";"K";"B";"52631.12955646"
"2016";"K";"BP";"7.76444039"
"2016";"K";"BBB";"82768.35254091"
"2016";"K";"BB";"12.21045311"
"2016";"G";"AA";"46851.60454126"
"2016";"G";"AE";"47188.51411778"
"2016";"G";"AB";"46300.35556002"
"2016";"G";"AC";"888.15855776"
"2016";"G";"AD";"-336.90957652"
"2016";"G";"BCA";"28617.33513916"
"2016";"G";"B";"43603.52899338"
"2016";"G";"BP";"6.43263796"
"2016";"G";"BBB";"63901.31058352"
"2016";"G";"BB";"9.42708091"
"2016";"S";"AA";"62744.1625229"
"2016";"S";"AE";"61999.88491689"
"2016";"S";"AB";"62003.05952888"
"2016";"S";"AC";"-3.17461199"
"2016";"S";"AD";"744.27760601"
"2016";"S";"BCA";"44627.53856591"
"2016";"S";"B";"2556.43961684"
"2016";"S";"BP";"0.37714036"
"2016";"S";"BBB";"3069.27428629"
"2016";"S";"BB";"0.45279661"
"2016";"SD";"AA";"221451.3509506"
"2016";"SD";"AE";"219835.99761885"
"2016";"SD";"AB";"218213.1809572"
"2016";"SD";"AC";"1622.81666165"
"2016";"SD";"AD";"1615.35333175"
"2016";"SD";"BCA";"182987.98994821"
"2016";"SD";"B";"187807.28927759"
"2016";"SD";"BP";"27.70638811"
"2016";"SD";"BBB";"277417.54035942"
"2016";"SD";"BB";"40.92619659"
"2017";"B";"AA";"78079.94893879"
"2017";"B";"AE";"72891.50123452"
"2017";"B";"AB";"71681.60733766"
"2017";"B";"AC";"1209.89389686"
"2017";"B";"AD";"5188.44770427"
"2017";"B";"BCA";"68936.45469447"
"2017";"B";"B";"97076.32222876"
"2017";"B";"BP";"14.18086648"
"2017";"B";"BBB";"139310.39036232"
"2017";"B";"BB";"20.35040058"
"2017";"K";"AA";"92404.37954363"
"2017";"K";"AE";"90139.46264316"
"2017";"K";"AB";"90604.21541721"
"2017";"K";"AC";"-464.75277405"
"2017";"K";"AD";"2264.91690047"
"2017";"K";"BCA";"46789.0473005"
"2017";"K";"B";"51997.44112926"
"2017";"K";"BP";"7.59576334"
"2017";"K";"BBB";"82271.00755915"
"2017";"K";"BB";"12.01811262"
"2017";"G";"AA";"47958.18964989"
"2017";"G";"AE";"48558.51162029"
"2017";"G";"AB";"46933.49273812"
"2017";"G";"AC";"1625.01888217"
"2017";"G";"AD";"-600.3219704"
"2017";"G";"BCA";"29277.00940011"
"2017";"G";"B";"44424.73142538"
"2017";"G";"BP";"6.48954524"
"2017";"G";"BBB";"65268.84986978"
"2017";"G";"BB";"9.5344449"
"2017";"S";"AA";"63523.37950337"
"2017";"S";"AE";"62637.64698991"
"2017";"S";"AB";"62640.29365592"
"2017";"S";"AC";"-2.64666601"
"2017";"S";"AD";"885.73251346"
"2017";"S";"BCA";"45112.52149838"
"2017";"S";"B";"2210.37513461"
"2017";"S";"BP";"0.32289063"
"2017";"S";"BBB";"2732.80098416"
"2017";"S";"BB";"0.39920637"
"2017";"SD";"AA";"229900.91493096"
"2017";"SD";"AE";"222162.13978317"
"2017";"SD";"AB";"219794.6264442"
"2017";"SD";"AC";"2367.51333897"
"2017";"SD";"AD";"7738.77514779"
"2017";"SD";"BCA";"190115.03289346"
"2017";"SD";"B";"192077.01831146"
"2017";"SD";"BP";"28.0585264"
"2017";"SD";"BBB";"285951.19716886"
"2017";"SD";"BB";"41.77162518"
"2018";"B";"AA";"78365.57621866"
"2018";"B";"AE";"73047.95990315"
"2018";"B";"AB";"71519.06620347"
"2018";"B";"AC";"1528.89369968"
"2018";"B";"AD";"5317.61631551"
"2018";"B";"BCA";"68818.26547699"
"2018";"B";"B";"90980.88964394"
"2018";"B";"BP";"12.82285067"
"2018";"B";"BBB";"133095.31012904"
"2018";"B";"BB";"18.75845898"
"2018";"K";"AA";"95446.50334618"
"2018";"K";"AE";"92629.73032912"
"2018";"K";"AB";"92529.94683707"
"2018";"K";"AC";"99.78349205"
"2018";"K";"AD";"2816.77301706"
"2018";"K";"BCA";"48354.38716545"
"2018";"K";"B";"51046.70828464"
"2018";"K";"BP";"7.19452536"
"2018";"K";"BBB";"84901.34907085"
"2018";"K";"BB";"11.96599995"
"2018";"G";"AA";"48981.93057745"
"2018";"G";"AE";"48762.80524469"
"2018";"G";"AB";"47506.70320729"
"2018";"G";"AC";"1256.1020374"
"2018";"G";"AD";"219.12533276"
"2018";"G";"BCA";"30119.82243238"
"2018";"G";"B";"44595.89265642"
"2018";"G";"BP";"6.28534711"
"2018";"G";"BBB";"65211.44277363"
"2018";"G";"BB";"9.19090367"
"2018";"S";"AA";"63644.89887929"
"2018";"S";"AE";"62842.82031831"
"2018";"S";"AB";"62845.18698143"
"2018";"S";"AC";"-2.36666312"
"2018";"S";"AD";"802.07856098"
"2018";"S";"BCA";"45943.30317487"
"2018";"S";"B";"1167.87264819"
"2018";"S";"BP";"0.16460002"
"2018";"S";"BBB";"1540.22010923"
"2018";"S";"BB";"0.21707869"
"2018";"SD";"AA";"234455.85484364"
"2018";"SD";"AE";"225300.26161733"
"2018";"SD";"AB";"222417.84905132"
"2018";"SD";"AC";"2882.41256601"
"2018";"SD";"AD";"9155.59322631"
"2018";"SD";"BCA";"193235.77824969"
"2018";"SD";"B";"185450.21478299"
"2018";"SD";"BP";"26.13736159"
"2018";"SD";"BBB";"282407.17363255"
"2018";"SD";"BB";"39.80247972"
"2019";"B";"AA";"80287.6139791"
"2019";"B";"AE";"74330.90651432"
"2019";"B";"AB";"72592.97066348"
"2019";"B";"AC";"1737.93585084"
"2019";"B";"AD";"5956.70746478"
"2019";"B";"BCA";"71085.42807633"
"2019";"B";"B";"88012.9618348"
"2019";"B";"BP";"12.27724793"
"2019";"B";"BBB";"136764.37785609"
"2019";"B";"BB";"19.07776014"
"2019";"K";"AA";"97238.56624374"
"2019";"K";"AE";"93754.47867768"
"2019";"K";"AB";"93612.25063072"
"2019";"K";"AC";"142.22804696"
"2019";"K";"AD";"3484.08756606"
"2019";"K";"BCA";"49851.08816225"
"2019";"K";"B";"51429.49908708"
"2019";"K";"BP";"7.17408775"
"2019";"K";"BBB";"87075.33589173"
"2019";"K";"BB";"12.14645508"
"2019";"G";"AA";"49328.31937924"
"2019";"G";"AE";"49910.31229029"
"2019";"G";"AB";"48413.60896008"
"2019";"G";"AC";"1496.70333021"
"2019";"G";"AD";"-581.99291105"
"2019";"G";"BCA";"30668.57255847"
"2019";"G";"B";"45249.26884358"
"2019";"G";"BP";"6.31198497"
"2019";"G";"BBB";"61575.03477955"
"2019";"G";"BB";"8.5893254"
"2019";"S";"AA";"64768.32019183"
"2019";"S";"AE";"64013.02092887"
"2019";"S";"AB";"64014.20305578"
"2019";"S";"AC";"-1.18212691"
"2019";"S";"AD";"755.29926296"
"2019";"S";"BCA";"47078.69168007"
"2019";"S";"B";"278.88377339"
"2019";"S";"BP";"0.03890251"
"2019";"S";"BBB";"737.03498293"
"2019";"S";"BB";"0.10281169"
"2019";"SD";"AA";"238913.0991093"
"2019";"SD";"AE";"229298.99772655"
"2019";"SD";"AB";"225923.31262545"
"2019";"SD";"AC";"3375.6851011"
"2019";"SD";"AD";"9614.10138275"
"2019";"SD";"BCA";"198683.78047712"
"2019";"SD";"B";"183191.33209828"
"2019";"SD";"BP";"25.55402473"
"2019";"SD";"BBB";"284372.50206973"
"2019";"SD";"BB";"39.66815387"
"2020";"B";"AA";"74940.37492039"
"2020";"B";"AE";"91660.68254523"
"2020";"B";"AB";"89364.93104797"
"2020";"B";"AC";"2295.75149726"
"2020";"B";"AD";"-16720.30762484"
"2020";"B";"BCA";"65224.54654583"
"2020";"B";"B";"96405.17659958"
"2020";"B";"BP";"13.83899146"
"2020";"B";"BBB";"145647.56113224"
"2020";"B";"BB";"20.90775025"
"2020";"K";"AA";"100409.54308772"
"2020";"K";"AE";"104137.78001848"
"2020";"K";"AB";"103842.46001269"
"2020";"K";"AC";"295.32000579"
"2020";"K";"AD";"-3728.23693076"
"2020";"K";"BCA";"50261.1205897"
"2020";"K";"B";"56864.1678584"
"2020";"K";"BP";"8.16286802"
"2020";"K";"BBB";"92782.14093013"
"2020";"K";"BB";"13.31890363"
"2020";"G";"AA";"49505.78369067"
"2020";"G";"AE";"50792.12848803"
"2020";"G";"AB";"49224.52586159"
"2020";"G";"AC";"1567.60262644"
"2020";"G";"AD";"-1286.34479736"
"2020";"G";"BCA";"30845.15568034"
"2020";"G";"B";"46103.77261221"
"2020";"G";"BP";"6.61821012"
"2020";"G";"BBB";"63157.16137231"
"2020";"G";"BB";"9.06622909"
"2020";"S";"AA";"77558.03559745"
"2020";"S";"AE";"77133.88872493"
"2020";"S";"AB";"77134.0024576"
"2020";"S";"AC";"-0.11373267"
"2020";"S";"AD";"424.14687252"
"2020";"S";"BCA";"48917.25211572"
"2020";"S";"B";"304.34294034"
"2020";"S";"BP";"0.04368852"
"2020";"S";"BBB";"2510.6090133"
"2020";"S";"BB";"0.36039866"
"2020";"SD";"AA";"236562.0282526"
"2020";"SD";"AE";"257872.77073302"
"2020";"SD";"AB";"253714.2103362"
"2020";"SD";"AC";"4158.56039682"
"2020";"SD";"AD";"-21310.74248042"
"2020";"SD";"BCA";"195248.07493159"
"2020";"SD";"B";"196526.09987034"
"2020";"SD";"BP";"28.21137945"
"2020";"SD";"BBB";"300946.11230779"
"2020";"SD";"BB";"43.20090295"
"2021";"B";"AA";"85993.64610257"
"2021";"B";"AE";"92744.79888972"
"2021";"B";"AB";"90690.71378841"
"2021";"B";"AC";"2054.08510131"
"2021";"B";"AD";"-6751.15278715"
"2021";"B";"BCA";"75115.149857"
"2021";"B";"B";"100467.54173027"
"2021";"B";"BP";"13.5158692"
"2021";"B";"BBB";"149131.80980881"
"2021";"B";"BB";"20.06265904"
"2021";"K";"AA";"108450.12949703"
"2021";"K";"AE";"105520.52075618"
"2021";"K";"AB";"105273.04262806"
"2021";"K";"AC";"247.47812812"
"2021";"K";"AD";"2929.60874085"
"2021";"K";"BCA";"51352.24488444"
"2021";"K";"B";"55908.56782302"
"2021";"K";"BP";"7.52136338"
"2021";"K";"BBB";"92784.15271829"
"2021";"K";"BB";"12.4822251"
"2021";"G";"AA";"51397.49705007"
"2021";"G";"AE";"51602.99894211"
"2021";"G";"AB";"50436.27816315"
"2021";"G";"AC";"1166.72077896"
"2021";"G";"AD";"-205.50189204"
"2021";"G";"BCA";"31990.61272392"
"2021";"G";"B";"46280.98295809"
"2021";"G";"BP";"6.22616719"
"2021";"G";"BBB";"63451.20291578"
"2021";"G";"BB";"8.53607189"
"2021";"S";"AA";"74477.83792672"
"2021";"S";"AE";"72778.7729046"
"2021";"S";"AB";"72779.69935276"
"2021";"S";"AC";"-0.92644816"
"2021";"S";"AD";"1699.06502212"
"2021";"S";"BCA";"50496.10934882"
"2021";"S";"B";"306.96321862"
"2021";"S";"BP";"0.04129567"
"2021";"S";"BBB";"1138.01216495"
"2021";"S";"BB";"0.15309645"
"2021";"SD";"AA";"254301.36518058"
"2021";"SD";"AE";"256629.34609681"
"2021";"SD";"AB";"253161.98853658"
"2021";"SD";"AC";"3467.35756023"
"2021";"SD";"AD";"-2327.98091623"
"2021";"SD";"BCA";"208954.11681418"
"2021";"SD";"B";"201128.02755899"
"2021";"SD";"BP";"27.05769511"
"2021";"SD";"BBB";"304669.14943682"
"2021";"SD";"BB";"40.98705215"
"2022";"B";"AA";"82880.52321063"
"2022";"B";"AE";"83522.72968108"
"2022";"B";"AB";"81082.66873831"
"2022";"B";"AC";"2440.06094277"
"2022";"B";"AD";"-642.20647045"
"2022";"B";"BCA";"71224.80825152"
"2022";"B";"B";"109560.97471087"
"2022";"B";"BP";"14.02003134"
"2022";"B";"BBB";"141365.61436271"
"2022";"B";"BB";"18.08992983"
"2022";"K";"AA";"109540.16901232"
"2022";"K";"AE";"104341.64720011"
"2022";"K";"AB";"104375.79616926"
"2022";"K";"AC";"-34.14896915"
"2022";"K";"AD";"5198.52181221"
"2022";"K";"BCA";"54084.67842265"
"2022";"K";"B";"51731.71445886"
"2022";"K";"BP";"6.61987775"
"2022";"K";"BBB";"87356.85314947"
"2022";"K";"BB";"11.17866852"
"2022";"G";"AA";"52747.69657181"
"2022";"G";"AE";"52873.36632379"
"2022";"G";"AB";"51660.68808417"
"2022";"G";"AC";"1212.67823962"
"2022";"G";"AD";"-125.66975198"
"2022";"G";"BCA";"33182.72031694"
"2022";"G";"B";"46415.07092563"
"2022";"G";"BP";"5.93953048"
"2022";"G";"BBB";"62728.99636836"
"2022";"G";"BB";"8.02715107"
"2022";"S";"AA";"72577.3395825"
"2022";"S";"AE";"67630.91391246"
"2022";"S";"AB";"67631.68322089"
"2022";"S";"AC";"-0.76930843"
"2022";"S";"AD";"4946.42567004"
"2022";"S";"BCA";"52165.23960761"
"2022";"S";"B";"339.46311183"
"2022";"S";"BP";"0.04343959"
"2022";"S";"BBB";"764.60011231"
"2022";"S";"BB";"0.09784248"
"2022";"SD";"AA";"257356.49197573"
"2022";"SD";"AE";"247979.42071597"
"2022";"SD";"AB";"244361.59981117"
"2022";"SD";"AC";"3617.82090481"
"2022";"SD";"AD";"9377.07125976"
"2022";"SD";"BCA";"210657.44659872"
"2022";"SD";"B";"204378.21876061"
"2022";"SD";"BP";"26.15337296"
"2022";"SD";"BBB";"288547.05954627"
"2022";"SD";"BB";"36.9240857"
"2023";"B";"AA";"85805.07093806"
"2023";"B";"AE";"87231.92180463"
"2023";"B";"AB";
"2023";"B";"AC";
"2023";"B";"AD";"-1426.85086657"
"2023";"B";"BCA";"75220.93012908"
"2023";"B";"B";"111049.54538465"
"2023";"B";"BP";"13.92060405"
"2023";"B";"BBB";"142812.40182755"
"2023";"B";"BB";"17.90223357"
"2023";"K";"AA";"111142.13765236"
"2023";"K";"AE";"107656.41064342"
"2023";"K";"AB";
"2023";"K";"AC";
"2023";"K";"AD";"3485.72700894"
"2023";"K";"BCA";"57133.60375231"
"2023";"K";"B";"52167.2058239"
"2023";"K";"BP";"6.53941459"
"2023";"K";"BBB";"87787.089822"
"2023";"K";"BB";"11.00454139"
"2023";"G";"AA";"53795.31071139"
"2023";"G";"AE";"54403.70664509"
"2023";"G";"AB";
"2023";"G";"AC";
"2023";"G";"AD";"-608.3959337"
"2023";"G";"BCA";"33917.017946"
"2023";"G";"B";"47305.74821649"
"2023";"G";"BP";"5.93000708"
"2023";"G";"BBB";"63634.75913783"
"2023";"G";"BB";"7.97692852"
"2023";"S";"AA";"74205.51319164"
"2023";"S";"AE";"69262.20950556"
"2023";"S";"AB";
"2023";"S";"AC";
"2023";"S";"AD";"4943.30368607"
"2023";"S";"BCA";"54041.27042947"
"2023";"S";"B";"143.46152281"
"2023";"S";"BP";"0.0179836"
"2023";"S";"BBB";"613.82002275"
"2023";"S";"BB";"0.07694534"
"2023";"SD";"AA";"261642.97009171"
"2023";"SD";"AE";"255249.18619697"
"2023";"SD";"AB";
"2023";"SD";"AC";
"2023";"SD";"AD";"6393.78389474"
"2023";"SD";"BCA";"220312.82225686"
"2023";"SD";"B";"207750.24643734"
"2023";"SD";"BP";"26.04251024"
"2023";"SD";"BBB";"291932.3562996"
"2023";"SD";"BB";"36.59514974"
"2024";"B";"AA";"87802.94790833"
"2024";"B";"AE";"89677.76989996"
"2024";"B";"AB";
"2024";"B";"AC";
"2024";"B";"AD";"-1874.82199163"
"2024";"B";"BCA";"77981.21149478"
"2024";"B";"B";"112520.55568554"
"2024";"B";"BP";"13.66757101"
"2024";"B";"BBB";"144233.26561767"
"2024";"B";"BB";"17.51962909"
"2024";"K";"AA";"113002.65421999"
"2024";"K";"AE";"108971.78159447"
"2024";"K";"AB";
"2024";"K";"AC";
"2024";"K";"AD";"4030.87262552"
"2024";"K";"BCA";"57693.9799089"
"2024";"K";"B";"51132.57466561"
"2024";"K";"BP";"6.21093711"
"2024";"K";"BBB";"85912.00256795"
"2024";"K";"BB";"10.43550122"
"2024";"G";"AA";"54605.68179566"
"2024";"G";"AE";"55108.38688912"
"2024";"G";"AB";
"2024";"G";"AC";
"2024";"G";"AD";"-502.70509345"
"2024";"G";"BCA";"34466.83006886"
"2024";"G";"B";"48096.21133064"
"2024";"G";"BP";"5.84211818"
"2024";"G";"BBB";"64416.23420238"
"2024";"G";"BB";"7.82446772"
"2024";"S";"AA";"76549.07795534"
"2024";"S";"AE";"70508.11372844"
"2024";"S";"AB";
"2024";"S";"AC";
"2024";"S";"AD";"6040.9642269"
"2024";"S";"BCA";"55061.13011539"
"2024";"S";"B";"143.46152281"
"2024";"S";"BP";"0.01742589"
"2024";"S";"BBB";"492.77395368"
"2024";"S";"BB";"0.05985593"
"2024";"SD";"AA";"266867.21030539"
"2024";"SD";"AE";"259172.90053806"
"2024";"SD";"AB";
"2024";"SD";"AC";
"2024";"SD";"AD";"7694.30976734"
"2024";"SD";"BCA";"225203.15158792"
"2024";"SD";"B";"209549.47729647"
"2024";"SD";"BP";"25.45341466"
"2024";"SD";"BBB";"292710.95043356"
"2024";"SD";"BB";"35.55481643"
"2025";"B";"AA";"89816.6866223"
"2025";"B";"AE";"90811.08690822"
"2025";"B";"AB";
"2025";"B";"AC";
"2025";"B";"AD";"-994.40028592"
"2025";"B";"BCA";"80065.15520604"
"2025";"B";"B";"112597.27521968"
"2025";"B";"BP";"13.30408771"
"2025";"B";"BBB";"144149.23881982"
"2025";"B";"BB";"17.03215387"
"2025";"K";"AA";"114019.01608121"
"2025";"K";"AE";"110682.40705216"
"2025";"K";"AB";
"2025";"K";"AC";
"2025";"K";"AD";"3336.60902905"
"2025";"K";"BCA";"58729.22186633"
"2025";"K";"B";"50459.68321653"
"2025";"K";"BP";"5.96213408"
"2025";"K";"BBB";"84610.36645395"
"2025";"K";"BB";"9.99725557"
"2025";"G";"AA";"55553.54646544"
"2025";"G";"AE";"56034.26430835"
"2025";"G";"AB";
"2025";"G";"AC";
"2025";"G";"AD";"-480.71784291"
"2025";"G";"BCA";"35123.12413602"
"2025";"G";"B";"48858.55053381"
"2025";"G";"BP";"5.77295002"
"2025";"G";"BBB";"65159.11656945"
"2025";"G";"BB";"7.69896608"
"2025";"S";"AA";"78269.13408036"
"2025";"S";"AE";"73814.78197845"
"2025";"S";"AB";
"2025";"S";"AC";
"2025";"S";"AD";"4454.35210191"
"2025";"S";"BCA";"55879.31239702"
"2025";"S";"B";"143.46152281"
"2025";"S";"BP";"0.0169509"
"2025";"S";"BBB";"395.59831942"
"2025";"S";"BB";"0.04674247"
"2025";"SD";"AA";"271898.64298126"
"2025";"SD";"AE";"265582.79997912"
"2025";"SD";"AB";
"2025";"SD";"AC";
"2025";"SD";"AD";"6315.84300214"
"2025";"SD";"BCA";"229796.81360541"
"2025";"SD";"B";"210175.15744545"
"2025";"SD";"BP";"24.83353815"
"2025";"SD";"BBB";"292430.50711526"
"2025";"SD";"BB";"34.55253343"
"2026";"B";"AA";"93844.05283709"
"2026";"B";"AE";"93964.67540223"
"2026";"B";"AB";
"2026";"B";"AC";
"2026";"B";"AD";"-120.62256514"
"2026";"B";"BCA";"83943.67228043"
"2026";"B";"B";"111058.7928285"
"2026";"B";"BP";"12.79396789"
"2026";"B";"BBB";"142331.94973008"
"2026";"B";"BB";"16.39663414"
"2026";"K";"AA";"117372.70413024"
"2026";"K";"AE";"112603.571782"
"2026";"K";"AB";
"2026";"K";"AC";
"2026";"K";"AD";"4769.13234824"
"2026";"K";"BCA";"59883.27776376"
"2026";"K";"B";"49556.99562539"
"2026";"K";"BP";"5.70896364"
"2026";"K";"BBB";"82956.14057871"
"2026";"K";"BB";"9.55654363"
"2026";"G";"AA";"56478.36227381"
"2026";"G";"AE";"56828.61648187"
"2026";"G";"AB";
"2026";"G";"AC";
"2026";"G";"AD";"-350.25420806"
"2026";"G";"BCA";"35761.10083935"
"2026";"G";"B";"49499.33982841"
"2026";"G";"BP";"5.7023217"
"2026";"G";"BBB";"65755.4242401"
"2026";"G";"BB";"7.57502189"
"2026";"S";"AA";"79383.14856176"
"2026";"S";"AE";"74429.23942179"
"2026";"S";"AB";
"2026";"S";"AC";
"2026";"S";"AD";"4953.90913997"
"2026";"S";"BCA";"56724.68816482"
"2026";"S";"B";"143.46152281"
"2026";"S";"BP";"0.01652676"
"2026";"S";"BBB";"317.58584065"
"2026";"S";"BB";"0.03658587"
"2026";"SD";"AA";"278861.06921362"
"2026";"SD";"AE";"269608.90449861"
"2026";"SD";"AB";
"2026";"SD";"AC";
"2026";"SD";"AD";"9252.16471501"
"2026";"SD";"BCA";"236312.73904836"
"2026";"SD";"B";"208743.67311296"
"2026";"SD";"BP";"24.04726166"
"2026";"SD";"BBB";"289846.1836974"
"2026";"SD";"BB";"33.39026719"
"2027";"B";"AA";"95476.01935015"
"2027";"B";"AE";"96067.28657561"
"2027";"B";"AB";
"2027";"B";"AC";
"2027";"B";"AD";"-591.26722547"
"2027";"B";"BCA";"85698.7041675"
"2027";"B";"B";"107966.95906977"
"2027";"B";"BP";"12.13000489"
"2027";"B";"BBB";"138846.31986184"
"2027";"B";"BB";"15.59927735"
"2027";"K";"AA";"120453.10496079"
"2027";"K";"AE";"115854.76412897"
"2027";"K";"AB";
"2027";"K";"AC";
"2027";"K";"AD";"4598.34083181"
"2027";"K";"BCA";"61258.56214278"
"2027";"K";"B";"48728.43088646"
"2027";"K";"BP";"5.47460177"
"2027";"K";"BBB";"81159.93660774"
"2027";"K";"BB";"9.11825652"
"2027";"G";"AA";"57474.33631199"
"2027";"G";"AE";"57832.374776"
"2027";"G";"AB";
"2027";"G";"AC";
"2027";"G";"AD";"-358.03846401"
"2027";"G";"BCA";"36454.22873612"
"2027";"G";"B";"50137.6461173"
"2027";"G";"BP";"5.63292602"
"2027";"G";"BBB";"66344.59910658"
"2027";"G";"BB";"7.45376473"
"2027";"S";"AA";"80744.24097585"
"2027";"S";"AE";"76772.46359225"
"2027";"S";"AB";
"2027";"S";"AC";
"2027";"S";"AD";"3971.7773836"
"2027";"S";"BCA";"57449.07520421"
"2027";"S";"B";"143.46152281"
"2027";"S";"BP";"0.01611779"
"2027";"S";"BBB";"255.30281278"
"2027";"S";"BB";"0.02868307"
"2027";"SD";"AA";"283988.71977568"
"2027";"SD";"AE";"276367.90724975"
"2027";"SD";"AB";
"2027";"SD";"AC";
"2027";"SD";"AD";"7620.81252593"
"2027";"SD";"BCA";"240860.5702506"
"2027";"SD";"B";"205756.09765757"
"2027";"SD";"BP";"23.11653948"
"2027";"SD";"BBB";"285385.75845018"
"2027";"SD";"BB";"32.06287068"
